date,winter_year,snow_accumulation
1939-11-07,1939,0.0
1939-11-08,1939,0.0
1939-11-09,1939,0.0
1939-11-10,1939,0.0
1939-11-11,1939,0.0
1939-11-12,1939,0.0
1939-11-13,1939,0.0
1939-11-14,1939,0.0
1939-11-15,1939,0.0
1939-11-16,1939,0.0
1939-11-17,1939,0.0
1939-11-18,1939,0.0
1939-11-19,1939,0.0
1939-11-20,1939,0.0
1939-11-21,1939,0.0
1939-11-22,1939,0.0
1939-11-23,1939,0.0
1939-11-24,1939,0.0
1939-11-25,1939,0.0
1939-11-26,1939,0.0
1939-11-27,1939,0.0
1939-11-28,1939,0.0
1939-11-29,1939,0.0
1939-11-30,1939,0.0
1939-12-01,1939,0.0
1939-12-02,1939,0.0
1939-12-03,1939,0.0
1939-12-05,1939,0.0
1939-12-06,1939,0.0
1939-12-07,1939,0.0
1939-12-08,1939,0.0
1939-12-09,1939,0.0
1939-12-10,1939,0.0
1939-12-11,1939,0.0
1939-12-12,1939,0.0
1939-12-13,1939,0.0
1939-12-14,1939,0.0
1939-12-15,1939,0.0
1939-12-16,1939,0.0
1939-12-17,1939,0.0
1939-12-18,1939,0.0
1939-12-19,1939,0.0
1939-12-21,1939,0.0
1939-12-22,1939,0.0
1939-12-23,1939,0.0
1939-12-24,1939,0.0
1939-12-25,1939,0.0
1939-12-26,1939,0.0
1939-12-27,1939,0.0
1939-12-28,1939,0.0
1939-12-29,1939,0.0
1939-12-31,1939,0.0
1940-03-01,1939,0.0
1940-03-02,1939,0.0
1940-03-03,1939,0.0
1940-03-04,1939,0.0
1940-03-05,1939,0.0
1940-03-06,1939,0.0
1940-03-07,1939,0.0
1940-03-08,1939,0.0
1940-03-09,1939,0.0
1940-03-10,1939,0.0
1940-03-11,1939,0.0
1940-03-12,1939,0.0
1940-03-13,1939,13.0
1940-03-14,1939,13.0
1940-03-15,1939,13.0
1940-03-16,1939,13.0
1940-03-17,1939,13.0
1940-03-18,1939,13.0
1940-03-19,1939,64.0
1940-03-20,1939,211.0
1940-03-21,1939,211.0
1940-03-22,1939,211.0
1940-03-23,1939,211.0
1940-03-24,1939,211.0
1940-03-25,1939,211.0
1940-03-26,1939,234.0
1940-03-27,1939,308.0
1940-03-28,1939,308.0
1940-03-29,1939,308.0
1940-03-30,1939,308.0
1940-03-31,1939,308.0
1940-04-01,1939,308.0
1940-04-02,1939,308.0
1940-04-03,1939,308.0
1940-04-04,1939,308.0
1940-04-05,1939,308.0
1940-04-06,1939,308.0
1940-04-07,1939,308.0
1940-04-08,1939,308.0
1940-04-09,1939,308.0
1940-04-10,1939,308.0
1940-04-11,1939,308.0
1940-04-12,1939,308.0
1940-04-13,1939,308.0
1940-04-14,1939,308.0
1940-04-15,1939,308.0
1940-04-16,1939,308.0
1940-04-17,1939,308.0
1940-04-18,1939,308.0
1940-04-19,1939,308.0
1940-04-20,1939,308.0
1940-04-21,1939,308.0
1940-04-22,1939,308.0
1940-04-23,1939,308.0
1940-04-24,1939,308.0
1940-04-25,1939,308.0
1940-04-26,1939,308.0
1940-04-27,1939,308.0
1940-04-28,1939,308.0
1940-04-29,1939,308.0
1940-04-30,1939,308.0
1940-11-01,1940,0.0
1940-11-02,1940,0.0
1940-11-03,1940,0.0
1940-11-04,1940,0.0
1940-11-05,1940,0.0
1940-11-06,1940,0.0
1940-11-07,1940,0.0
1940-11-08,1940,0.0
1940-11-09,1940,0.0
1940-11-10,1940,0.0
1940-11-11,1940,0.0
1940-11-12,1940,0.0
1940-11-13,1940,0.0
1940-11-14,1940,0.0
1940-11-15,1940,28.0
1940-11-16,1940,28.0
1940-11-17,1940,28.0
1940-11-18,1940,28.0
1940-11-19,1940,28.0
1940-11-20,1940,28.0
1940-11-21,1940,28.0
1940-11-22,1940,28.0
1940-11-23,1940,28.0
1940-11-24,1940,28.0
1940-11-25,1940,28.0
1940-11-26,1940,125.0
1940-11-27,1940,150.0
1940-11-28,1940,186.0
1940-11-29,1940,199.0
1940-11-30,1940,356.0
1940-12-02,1940,376.0
1940-12-03,1940,376.0
1940-12-04,1940,379.0
1940-12-12,1940,384.0
1940-12-13,1940,384.0
1940-12-16,1940,387.0
1940-12-17,1940,387.0
1940-12-19,1940,387.0
1940-12-31,1940,387.0
1941-01-01,1940,387.0
1941-01-02,1940,387.0
1941-01-03,1940,387.0
1941-01-04,1940,390.0
1941-01-05,1940,390.0
1941-01-06,1940,390.0
1941-01-07,1940,393.0
1941-01-08,1940,393.0
1941-01-09,1940,393.0
1941-01-10,1940,393.0
1941-01-11,1940,393.0
1941-01-12,1940,393.0
1941-01-13,1940,393.0
1941-01-14,1940,393.0
1941-01-15,1940,403.0
1941-01-16,1940,403.0
1941-01-17,1940,454.0
1941-01-18,1940,469.0
1941-01-19,1940,469.0
1941-01-20,1940,469.0
1941-01-21,1940,469.0
1941-01-22,1940,520.0
1941-01-23,1940,520.0
1941-01-24,1940,520.0
1941-01-25,1940,520.0
1941-01-26,1940,596.0
1941-01-27,1940,599.0
1941-01-28,1940,599.0
1941-01-29,1940,599.0
1941-01-30,1940,599.0
1941-01-31,1940,599.0
1941-02-01,1940,599.0
1941-02-02,1940,599.0
1941-02-03,1940,599.0
1941-02-04,1940,599.0
1941-02-05,1940,599.0
1941-02-06,1940,599.0
1941-02-07,1940,609.0
1941-02-08,1940,624.0
1941-02-09,1940,624.0
1941-02-10,1940,624.0
1941-02-11,1940,624.0
1941-02-12,1940,624.0
1941-02-13,1940,624.0
1941-02-14,1940,624.0
1941-02-15,1940,627.0
1941-02-16,1940,642.0
1941-02-17,1940,662.0
1941-02-18,1940,662.0
1941-02-19,1940,662.0
1941-02-20,1940,662.0
1941-02-21,1940,662.0
1941-02-22,1940,665.0
1941-02-23,1940,665.0
1941-02-24,1940,665.0
1941-02-25,1940,665.0
1941-02-26,1940,665.0
1941-02-27,1940,665.0
1941-02-28,1940,668.0
1941-03-01,1940,668.0
1941-03-02,1940,668.0
1941-03-03,1940,681.0
1941-03-04,1940,684.0
1941-03-05,1940,684.0
1941-03-06,1940,684.0
1941-03-07,1940,684.0
1941-03-08,1940,684.0
1941-03-09,1940,684.0
1941-03-10,1940,684.0
1941-03-11,1940,717.0
1941-03-12,1940,722.0
1941-03-13,1940,722.0
1941-03-14,1940,722.0
1941-03-15,1940,755.0
1941-03-16,1940,755.0
1941-03-17,1940,755.0
1941-03-18,1940,755.0
1941-03-19,1940,775.0
1941-03-20,1940,775.0
1941-03-21,1940,775.0
1941-03-22,1940,775.0
1941-03-23,1940,775.0
1941-03-24,1940,775.0
1941-03-25,1940,775.0
1941-03-26,1940,775.0
1941-03-27,1940,775.0
1941-03-28,1940,778.0
1941-03-29,1940,778.0
1941-03-30,1940,778.0
1941-03-31,1940,778.0
1941-04-01,1940,778.0
1941-04-02,1940,778.0
1941-04-03,1940,778.0
1941-04-04,1940,778.0
1941-04-05,1940,778.0
1941-04-06,1940,778.0
1941-04-07,1940,778.0
1941-04-08,1940,778.0
1941-04-09,1940,778.0
1941-04-10,1940,778.0
1941-04-11,1940,778.0
1941-04-12,1940,778.0
1941-04-13,1940,778.0
1941-04-14,1940,778.0
1941-04-15,1940,778.0
1941-04-16,1940,778.0
1941-04-17,1940,778.0
1941-04-18,1940,778.0
1941-04-19,1940,778.0
1941-04-20,1940,778.0
1941-04-21,1940,778.0
1941-04-22,1940,778.0
1941-04-23,1940,778.0
1941-04-24,1940,778.0
1941-04-25,1940,778.0
1941-04-26,1940,778.0
1941-04-27,1940,778.0
1941-04-28,1940,778.0
1941-04-29,1940,778.0
1941-04-30,1940,778.0
1941-10-01,1941,0.0
1941-10-02,1941,0.0
1941-10-03,1941,0.0
1941-10-04,1941,0.0
1941-10-05,1941,0.0
1941-10-06,1941,0.0
1941-10-07,1941,0.0
1941-10-08,1941,0.0
1941-10-09,1941,0.0
1941-10-10,1941,0.0
1941-10-11,1941,0.0
1941-10-12,1941,0.0
1941-10-13,1941,0.0
1941-10-14,1941,0.0
1941-10-15,1941,0.0
1941-10-16,1941,0.0
1941-10-17,1941,0.0
1941-10-18,1941,0.0
1941-10-19,1941,0.0
1941-10-20,1941,0.0
1941-10-21,1941,0.0
1941-10-22,1941,0.0
1941-10-23,1941,0.0
1941-10-24,1941,0.0
1941-10-25,1941,0.0
1941-10-26,1941,0.0
1941-10-27,1941,0.0
1941-10-28,1941,0.0
1941-10-29,1941,0.0
1941-10-30,1941,0.0
1941-10-31,1941,0.0
1941-11-01,1941,0.0
1941-11-02,1941,0.0
1941-11-03,1941,0.0
1941-11-04,1941,0.0
1941-11-05,1941,0.0
1941-11-06,1941,0.0
1941-11-07,1941,48.0
1941-11-08,1941,61.0
1941-11-09,1941,61.0
1941-11-10,1941,61.0
1941-11-11,1941,61.0
1941-11-12,1941,61.0
1941-11-13,1941,61.0
1941-11-14,1941,61.0
1941-11-15,1941,61.0
1941-11-16,1941,61.0
1941-11-17,1941,61.0
1941-11-18,1941,61.0
1941-11-19,1941,61.0
1941-11-20,1941,61.0
1941-11-21,1941,61.0
1941-11-22,1941,61.0
1941-11-23,1941,79.0
1941-11-24,1941,79.0
1941-11-25,1941,79.0
1941-11-26,1941,79.0
1941-11-27,1941,79.0
1941-11-28,1941,79.0
1941-11-29,1941,79.0
1941-11-30,1941,79.0
1941-12-01,1941,79.0
1941-12-02,1941,79.0
1941-12-03,1941,79.0
1941-12-04,1941,79.0
1941-12-05,1941,79.0
1941-12-06,1941,79.0
1941-12-07,1941,79.0
1941-12-08,1941,82.0
1941-12-09,1941,82.0
1941-12-10,1941,82.0
1941-12-11,1941,82.0
1941-12-12,1941,130.0
1941-12-13,1941,130.0
1941-12-14,1941,130.0
1941-12-15,1941,130.0
1941-12-16,1941,130.0
1941-12-17,1941,130.0
1941-12-18,1941,130.0
1941-12-19,1941,130.0
1941-12-20,1941,130.0
1941-12-21,1941,130.0
1941-12-22,1941,130.0
1941-12-23,1941,130.0
1941-12-24,1941,130.0
1941-12-25,1941,158.0
1941-12-26,1941,234.0
1941-12-27,1941,242.0
1941-12-28,1941,242.0
1941-12-29,1941,242.0
1941-12-30,1941,283.0
1941-12-31,1941,296.0
1942-01-01,1941,360.0
1942-01-02,1941,388.0
1942-01-03,1941,388.0
1942-01-04,1941,388.0
1942-01-05,1941,388.0
1942-01-06,1941,388.0
1942-01-07,1941,388.0
1942-01-08,1941,388.0
1942-01-09,1941,388.0
1942-01-10,1941,388.0
1942-01-11,1941,388.0
1942-01-12,1941,388.0
1942-01-13,1941,388.0
1942-01-14,1941,388.0
1942-01-15,1941,388.0
1942-01-16,1941,388.0
1942-01-17,1941,388.0
1942-01-18,1941,388.0
1942-01-19,1941,388.0
1942-01-20,1941,388.0
1942-01-21,1941,388.0
1942-01-22,1941,388.0
1942-01-23,1941,388.0
1942-01-24,1941,388.0
1942-01-25,1941,388.0
1942-01-26,1941,388.0
1942-01-27,1941,388.0
1942-01-28,1941,388.0
1942-01-29,1941,396.0
1942-01-30,1941,396.0
1942-01-31,1941,503.0
1942-02-01,1941,503.0
1942-02-02,1941,503.0
1942-02-03,1941,503.0
1942-02-04,1941,503.0
1942-02-05,1941,503.0
1942-02-06,1941,503.0
1942-02-07,1941,503.0
1942-02-08,1941,503.0
1942-02-09,1941,513.0
1942-02-10,1941,599.0
1942-02-11,1941,607.0
1942-02-12,1941,610.0
1942-02-13,1941,610.0
1942-02-14,1941,648.0
1942-02-15,1941,651.0
1942-02-16,1941,651.0
1942-02-17,1941,651.0
1942-02-18,1941,656.0
1942-02-19,1941,656.0
1942-02-20,1941,656.0
1942-02-21,1941,656.0
1942-02-22,1941,656.0
1942-02-23,1941,656.0
1942-02-24,1941,666.0
1942-02-25,1941,666.0
1942-02-26,1941,666.0
1942-02-27,1941,666.0
1942-02-28,1941,666.0
1942-03-01,1941,666.0
1942-03-02,1941,666.0
1942-03-03,1941,666.0
1942-03-04,1941,666.0
1942-03-05,1941,666.0
1942-03-06,1941,666.0
1942-03-07,1941,666.0
1942-03-08,1941,666.0
1942-03-09,1941,674.0
1942-03-10,1941,674.0
1942-03-11,1941,674.0
1942-03-12,1941,674.0
1942-03-13,1941,674.0
1942-03-14,1941,674.0
1942-03-15,1941,674.0
1942-03-16,1941,674.0
1942-03-17,1941,674.0
1942-03-18,1941,674.0
1942-03-19,1941,674.0
1942-03-20,1941,674.0
1942-03-21,1941,674.0
1942-03-22,1941,674.0
1942-03-23,1941,674.0
1942-03-24,1941,674.0
1942-03-25,1941,674.0
1942-03-26,1941,674.0
1942-03-27,1941,704.0
1942-03-28,1941,704.0
1942-03-29,1941,712.0
1942-03-30,1941,712.0
1942-03-31,1941,712.0
1942-04-01,1941,712.0
1942-04-02,1941,712.0
1942-04-03,1941,712.0
1942-04-04,1941,712.0
1942-04-05,1941,712.0
1942-04-06,1941,712.0
1942-04-07,1941,712.0
1942-04-08,1941,712.0
1942-04-09,1941,712.0
1942-04-10,1941,712.0
1942-04-11,1941,712.0
1942-04-12,1941,712.0
1942-04-13,1941,712.0
1942-04-14,1941,712.0
1942-04-15,1941,712.0
1942-04-16,1941,712.0
1942-04-17,1941,712.0
1942-04-18,1941,712.0
1942-04-19,1941,712.0
1942-04-20,1941,712.0
1942-04-21,1941,712.0
1942-04-22,1941,712.0
1942-04-23,1941,712.0
1942-04-24,1941,712.0
1942-04-25,1941,712.0
1942-04-26,1941,712.0
1942-04-27,1941,712.0
1942-04-28,1941,712.0
1942-04-29,1941,712.0
1942-04-30,1941,712.0
1942-10-01,1942,0.0
1942-10-02,1942,0.0
1942-10-03,1942,0.0
1942-10-04,1942,0.0
1942-10-05,1942,0.0
1942-10-06,1942,0.0
1942-10-07,1942,0.0
1942-10-08,1942,0.0
1942-10-09,1942,0.0
1942-10-10,1942,0.0
1942-10-11,1942,0.0
1942-10-12,1942,0.0
1942-10-13,1942,0.0
1942-10-14,1942,0.0
1942-10-15,1942,0.0
1942-10-16,1942,0.0
1942-10-17,1942,0.0
1942-10-18,1942,0.0
1942-10-19,1942,0.0
1942-10-20,1942,0.0
1942-10-21,1942,0.0
1942-10-22,1942,0.0
1942-10-23,1942,0.0
1942-10-24,1942,0.0
1942-10-25,1942,0.0
1942-10-26,1942,0.0
1942-10-27,1942,0.0
1942-10-28,1942,0.0
1942-10-29,1942,0.0
1942-10-30,1942,0.0
1942-10-31,1942,0.0
1942-11-01,1942,0.0
1942-11-02,1942,0.0
1942-11-03,1942,0.0
1942-11-04,1942,0.0
1942-11-05,1942,0.0
1942-11-06,1942,0.0
1942-11-07,1942,0.0
1942-11-08,1942,0.0
1942-11-09,1942,0.0
1942-11-10,1942,0.0
1942-11-11,1942,0.0
1942-11-12,1942,0.0
1942-11-13,1942,0.0
1942-11-14,1942,0.0
1942-11-15,1942,0.0
1942-11-16,1942,0.0
1942-11-17,1942,0.0
1942-11-18,1942,0.0
1942-11-19,1942,0.0
1942-11-20,1942,0.0
1942-11-21,1942,0.0
1942-11-22,1942,0.0
1942-11-23,1942,0.0
1942-11-24,1942,0.0
1942-11-25,1942,0.0
1942-11-26,1942,0.0
1942-11-27,1942,0.0
1942-11-28,1942,41.0
1942-11-29,1942,99.0
1942-11-30,1942,129.0
1942-12-01,1942,200.0
1942-12-02,1942,200.0
1942-12-03,1942,200.0
1942-12-04,1942,200.0
1942-12-05,1942,200.0
1942-12-06,1942,200.0
1942-12-07,1942,200.0
1942-12-08,1942,200.0
1942-12-09,1942,200.0
1942-12-10,1942,225.0
1942-12-11,1942,233.0
1942-12-12,1942,233.0
1942-12-13,1942,233.0
1942-12-14,1942,233.0
1942-12-15,1942,253.0
1942-12-16,1942,253.0
1942-12-17,1942,334.0
1942-12-18,1942,334.0
1942-12-19,1942,334.0
1942-12-20,1942,334.0
1942-12-21,1942,334.0
1942-12-22,1942,334.0
1942-12-23,1942,334.0
1942-12-24,1942,334.0
1942-12-25,1942,334.0
1942-12-26,1942,334.0
1942-12-27,1942,334.0
1942-12-28,1942,334.0
1942-12-29,1942,334.0
1942-12-30,1942,334.0
1942-12-31,1942,334.0
1943-01-01,1942,395.0
1943-01-02,1942,413.0
1943-01-03,1942,512.0
1943-01-04,1942,517.0
1943-01-05,1942,517.0
1943-01-06,1942,522.0
1943-01-07,1942,537.0
1943-01-08,1942,537.0
1943-01-09,1942,562.0
1943-01-10,1942,562.0
1943-01-11,1942,562.0
1943-01-12,1942,562.0
1943-01-13,1942,562.0
1943-01-14,1942,615.0
1943-01-15,1942,722.0
1943-01-16,1942,722.0
1943-01-17,1942,773.0
1943-01-18,1942,875.0
1943-01-19,1942,890.0
1943-01-20,1942,893.0
1943-01-21,1942,918.0
1943-01-22,1942,918.0
1943-01-23,1942,918.0
1943-01-24,1942,918.0
1943-01-25,1942,918.0
1943-01-26,1942,918.0
1943-01-27,1942,918.0
1943-01-28,1942,918.0
1943-01-29,1942,1007.0
1943-01-30,1942,1007.0
1943-01-31,1942,1055.0
1943-02-01,1942,1055.0
1943-02-02,1942,1055.0
1943-02-03,1942,1055.0
1943-02-04,1942,1055.0
1943-02-05,1942,1055.0
1943-02-06,1942,1116.0
1943-02-07,1942,1116.0
1943-02-08,1942,1116.0
1943-02-09,1942,1116.0
1943-02-10,1942,1116.0
1943-02-11,1942,1116.0
1943-02-12,1942,1116.0
1943-02-13,1942,1116.0
1943-02-14,1942,1116.0
1943-02-15,1942,1116.0
1943-02-16,1942,1116.0
1943-02-17,1942,1116.0
1943-02-18,1942,1116.0
1943-02-19,1942,1116.0
1943-02-20,1942,1116.0
1943-02-21,1942,1116.0
1943-02-22,1942,1116.0
1943-02-23,1942,1116.0
1943-02-24,1942,1141.0
1943-02-25,1942,1141.0
1943-02-26,1942,1141.0
1943-02-27,1942,1141.0
1943-02-28,1942,1144.0
1943-03-01,1942,1154.0
1943-03-02,1942,1154.0
1943-03-03,1942,1154.0
1943-03-04,1942,1154.0
1943-03-05,1942,1154.0
1943-03-06,1942,1218.0
1943-03-07,1942,1218.0
1943-03-08,1942,1246.0
1943-03-09,1942,1274.0
1943-03-10,1942,1378.0
1943-03-11,1942,1378.0
1943-03-12,1942,1378.0
1943-03-13,1942,1378.0
1943-03-14,1942,1378.0
1943-03-15,1942,1378.0
1943-03-16,1942,1378.0
1943-03-17,1942,1378.0
1943-03-18,1942,1378.0
1943-03-19,1942,1383.0
1943-03-20,1942,1383.0
1943-03-21,1942,1383.0
1943-03-22,1942,1383.0
1943-03-23,1942,1383.0
1943-03-24,1942,1383.0
1943-03-25,1942,1383.0
1943-03-26,1942,1383.0
1943-03-27,1942,1383.0
1943-03-28,1942,1383.0
1943-03-29,1942,1383.0
1943-03-30,1942,1383.0
1943-03-31,1942,1383.0
1943-04-01,1942,1383.0
1943-04-02,1942,1383.0
1943-04-03,1942,1383.0
1943-04-04,1942,1383.0
1943-04-05,1942,1383.0
1943-04-06,1942,1383.0
1943-04-07,1942,1383.0
1943-04-08,1942,1383.0
1943-04-09,1942,1383.0
1943-04-10,1942,1383.0
1943-04-11,1942,1383.0
1943-04-12,1942,1383.0
1943-04-13,1942,1383.0
1943-04-14,1942,1383.0
1943-04-15,1942,1383.0
1943-04-16,1942,1383.0
1943-04-17,1942,1383.0
1943-04-18,1942,1383.0
1943-04-19,1942,1383.0
1943-04-20,1942,1383.0
1943-04-21,1942,1383.0
1943-04-22,1942,1383.0
1943-04-23,1942,1383.0
1943-04-24,1942,1383.0
1943-04-25,1942,1383.0
1943-04-26,1942,1383.0
1943-04-27,1942,1383.0
1943-04-28,1942,1383.0
1943-04-29,1942,1383.0
1943-04-30,1942,1383.0
1943-10-01,1943,0.0
1943-10-02,1943,0.0
1943-10-03,1943,0.0
1943-10-04,1943,0.0
1943-10-05,1943,0.0
1943-10-06,1943,0.0
1943-10-07,1943,0.0
1943-10-08,1943,0.0
1943-10-09,1943,0.0
1943-10-10,1943,0.0
1943-10-11,1943,0.0
1943-10-12,1943,0.0
1943-10-13,1943,0.0
1943-10-14,1943,0.0
1943-10-15,1943,0.0
1943-10-16,1943,0.0
1943-10-17,1943,0.0
1943-10-18,1943,0.0
1943-10-19,1943,0.0
1943-10-20,1943,0.0
1943-10-21,1943,0.0
1943-10-22,1943,0.0
1943-10-23,1943,0.0
1943-10-24,1943,0.0
1943-10-25,1943,0.0
1943-10-26,1943,0.0
1943-10-27,1943,0.0
1943-10-28,1943,0.0
1943-10-29,1943,0.0
1943-10-30,1943,0.0
1943-10-31,1943,0.0
1943-11-01,1943,0.0
1943-11-02,1943,0.0
1943-11-03,1943,0.0
1943-11-04,1943,0.0
1943-11-05,1943,0.0
1943-11-06,1943,0.0
1943-11-07,1943,0.0
1943-11-08,1943,0.0
1943-11-09,1943,0.0
1943-11-10,1943,0.0
1943-11-11,1943,0.0
1943-11-12,1943,0.0
1943-11-13,1943,0.0
1943-11-14,1943,0.0
1943-11-15,1943,15.0
1943-11-16,1943,15.0
1943-11-17,1943,15.0
1943-11-18,1943,15.0
1943-11-19,1943,15.0
1943-11-20,1943,15.0
1943-11-21,1943,15.0
1943-11-22,1943,15.0
1943-11-23,1943,15.0
1943-11-24,1943,15.0
1943-11-25,1943,15.0
1943-11-26,1943,15.0
1943-11-27,1943,15.0
1943-11-28,1943,15.0
1943-11-29,1943,40.0
1943-11-30,1943,40.0
1943-12-01,1943,40.0
1943-12-02,1943,40.0
1943-12-03,1943,40.0
1943-12-04,1943,40.0
1943-12-05,1943,40.0
1943-12-06,1943,40.0
1943-12-07,1943,40.0
1943-12-08,1943,40.0
1943-12-09,1943,40.0
1943-12-10,1943,40.0
1943-12-11,1943,40.0
