date,winter_year,snow_accumulation
1941-02-01,1940,599
1941-02-02,1940,599
1941-02-03,1940,599
1941-02-04,1940,599
1941-02-05,1940,599
1941-02-06,1940,599
1941-02-07,1940,609
1941-02-08,1940,624
1941-02-09,1940,624
1941-02-10,1940,624
1941-02-11,1940,624
1941-02-12,1940,624
1941-02-13,1940,624
1941-02-14,1940,624
1941-02-15,1940,627
1941-02-16,1940,642
1941-02-17,1940,662
1941-02-18,1940,662
1941-02-19,1940,662
1941-02-20,1940,662
1941-02-21,1940,662
1941-02-22,1940,665
1941-02-23,1940,665
1941-02-24,1940,665
1941-02-25,1940,665
1941-02-26,1940,665
1941-02-27,1940,665
1941-02-28,1940,668
1941-03-01,1940,668
1941-03-02,1940,668
1941-03-03,1940,681
1941-03-04,1940,684
1941-03-05,1940,684
1941-03-06,1940,684
1941-03-07,1940,684
1941-03-08,1940,684
1941-03-09,1940,684
1941-03-10,1940,684
1941-03-11,1940,717
1941-03-12,1940,722
1941-03-13,1940,722
1941-03-14,1940,722
1941-03-15,1940,755
1941-03-16,1940,755
1941-03-17,1940,755
1941-03-18,1940,755
1941-03-19,1940,775
1941-03-20,1940,775
1941-03-21,1940,775
1941-03-22,1940,775
1941-03-23,1940,775
1941-03-24,1940,775
1941-03-25,1940,775
1941-03-26,1940,775
1941-03-27,1940,775
1941-03-28,1940,778
1941-03-29,1940,778
1941-03-30,1940,778
1941-03-31,1940,778
1941-04-01,1940,778
1941-04-02,1940,778
1941-04-03,1940,778
1941-04-04,1940,778
1941-04-05,1940,778
1941-04-06,1940,778
1941-04-07,1940,778
1941-04-08,1940,778
1941-04-09,1940,778
1941-04-10,1940,778
1941-04-11,1940,778
1941-04-12,1940,778
1941-04-13,1940,778
1941-04-14,1940,778
1941-04-15,1940,778
1941-04-16,1940,778
1941-04-17,1940,778
1941-04-18,1940,778
1941-04-19,1940,778
1941-04-20,1940,778
1941-04-21,1940,778
1941-04-22,1940,778
1941-04-23,1940,778
1941-04-24,1940,778
1941-04-25,1940,778
1941-04-26,1940,778
1941-04-27,1940,778
1941-04-28,1940,778
1941-04-29,1940,778
1941-04-30,1940,778
1941-10-01,1941,0
1941-10-02,1941,0
1941-10-03,1941,0
1941-10-04,1941,0
1941-10-05,1941,0
1941-10-06,1941,0
1941-10-07,1941,0
1941-10-08,1941,0
1941-10-09,1941,0
1941-10-10,1941,0
1941-10-11,1941,0
1941-10-12,1941,0
1941-10-13,1941,0
1941-10-14,1941,0
1941-10-15,1941,0
1941-10-16,1941,0
1941-10-17,1941,0
1941-10-18,1941,0
1941-10-19,1941,0
1941-10-20,1941,0
1941-10-21,1941,0
1941-10-22,1941,0
1941-10-23,1941,0
1941-10-24,1941,0
1941-10-25,1941,0
1941-10-26,1941,0
1941-10-27,1941,0
1941-10-28,1941,0
1941-10-29,1941,0
1941-10-30,1941,0
1941-10-31,1941,0
1941-11-01,1941,0
1941-11-02,1941,0
1941-11-03,1941,0
1941-11-04,1941,0
1941-11-05,1941,0
1941-11-06,1941,0
1941-11-07,1941,48
1941-11-08,1941,61
1941-11-09,1941,61
1941-11-10,1941,61
1941-11-11,1941,61
1941-11-12,1941,61
1941-11-13,1941,61
1941-11-14,1941,61
1941-11-15,1941,61
1941-11-16,1941,61
1941-11-17,1941,61
1941-11-18,1941,61
1941-11-19,1941,61
1941-11-20,1941,61
1941-11-21,1941,61
1941-11-22,1941,61
1941-11-23,1941,79
1941-11-24,1941,79
1941-11-25,1941,79
1941-11-26,1941,79
1941-11-27,1941,79
1941-11-28,1941,79
1941-11-29,1941,79
1941-11-30,1941,79
1941-12-01,1941,79
1941-12-02,1941,79
1941-12-03,1941,79
1941-12-04,1941,79
1941-12-05,1941,79
1941-12-06,1941,79
1941-12-07,1941,79
1941-12-08,1941,82
1941-12-09,1941,82
1941-12-10,1941,82
1941-12-11,1941,82
1941-12-12,1941,130
1941-12-13,1941,130
1941-12-14,1941,130
1941-12-15,1941,130
1941-12-16,1941,130
1941-12-17,1941,130
1941-12-18,1941,130
1941-12-19,1941,130
1941-12-20,1941,130
1941-12-21,1941,130
1941-12-22,1941,130
1941-12-23,1941,130
1941-12-24,1941,130
1941-12-25,1941,158
1941-12-26,1941,234
1941-12-27,1941,242
1941-12-28,1941,242
1941-12-29,1941,242
1941-12-30,1941,283
1941-12-31,1941,296
1942-01-01,1941,360
1942-01-02,1941,388
1942-01-03,1941,388
1942-01-04,1941,388
1942-01-05,1941,388
1942-01-06,1941,388
1942-01-07,1941,388
1942-01-08,1941,388
1942-01-09,1941,388
1942-01-10,1941,388
1942-01-11,1941,388
1942-01-12,1941,388
1942-01-13,1941,388
1942-01-14,1941,388
1942-01-15,1941,388
1942-01-16,1941,388
1942-01-17,1941,388
1942-01-18,1941,388
1942-01-19,1941,388
1942-01-20,1941,388
1942-01-21,1941,388
1942-01-22,1941,388
1942-01-23,1941,388
1942-01-24,1941,388
1942-01-25,1941,388
1942-01-26,1941,388
1942-01-27,1941,388
1942-01-28,1941,388
1942-01-29,1941,396
1942-01-30,1941,396
1942-01-31,1941,503
1942-02-01,1941,503
1942-02-02,1941,503
1942-02-03,1941,503
1942-02-04,1941,503
1942-02-05,1941,503
1942-02-06,1941,503
1942-02-07,1941,503
1942-02-08,1941,503
1942-02-09,1941,513
1942-02-10,1941,599
1942-02-11,1941,607
1942-02-12,1941,610
1942-02-13,1941,610
1942-02-14,1941,648
1942-02-15,1941,651
1942-02-16,1941,651
1942-02-17,1941,651
1942-02-18,1941,656
1942-02-19,1941,656
1942-02-20,1941,656
1942-02-21,1941,656
1942-02-22,1941,656
1942-02-23,1941,656
1942-02-24,1941,666
1942-02-25,1941,666
1942-02-26,1941,666
1942-02-27,1941,666
1942-02-28,1941,666
1942-03-01,1941,666
1942-03-02,1941,666
1942-03-03,1941,666
1942-03-04,1941,666
1942-03-05,1941,666
1942-03-06,1941,666
1942-03-07,1941,666
1942-03-08,1941,666
1942-03-09,1941,674
1942-03-10,1941,674
1942-03-11,1941,674
1942-03-12,1941,674
1942-03-13,1941,674
1942-03-14,1941,674
1942-03-15,1941,674
1942-03-16,1941,674
1942-03-17,1941,674
1942-03-18,1941,674
1942-03-19,1941,674
1942-03-20,1941,674
1942-03-21,1941,674
1942-03-22,1941,674
1942-03-23,1941,674
1942-03-24,1941,674
1942-03-25,1941,674
1942-03-26,1941,674
1942-03-27,1941,704
1942-03-28,1941,704
1942-03-29,1941,712
1942-03-30,1941,712
1942-03-31,1941,712
1942-04-01,1941,712
1942-04-02,1941,712
1942-04-03,1941,712
1942-04-04,1941,712
1942-04-05,1941,712
1942-04-06,1941,712
1942-04-07,1941,712
1942-04-08,1941,712
1942-04-09,1941,712
1942-04-10,1941,712
1942-04-11,1941,712
1942-04-12,1941,712
1942-04-13,1941,712
1942-04-14,1941,712
1942-04-15,1941,712
1942-04-16,1941,712
1942-04-17,1941,712
1942-04-18,1941,712
1942-04-19,1941,712
1942-04-20,1941,712
1942-04-21,1941,712
1942-04-22,1941,712
1942-04-23,1941,712
1942-04-24,1941,712
1942-04-25,1941,712
1942-04-26,1941,712
1942-04-27,1941,712
1942-04-28,1941,712
1942-04-29,1941,712
1942-04-30,1941,712
1942-10-01,1942,0
1942-10-02,1942,0
1942-10-03,1942,0
1942-10-04,1942,0
1942-10-05,1942,0
1942-10-06,1942,0
1942-10-07,1942,0
1942-10-08,1942,0
1942-10-09,1942,0
1942-10-10,1942,0
1942-10-11,1942,0
1942-10-12,1942,0
1942-10-13,1942,0
1942-10-14,1942,0
1942-10-15,1942,0
1942-10-16,1942,0
1942-10-17,1942,0
1942-10-18,1942,0
1942-10-19,1942,0
1942-10-20,1942,0
1942-10-21,1942,0
1942-10-22,1942,0
1942-10-23,1942,0
1942-10-24,1942,0
1942-10-25,1942,0
1942-10-26,1942,0
1942-10-27,1942,0
1942-10-28,1942,0
1942-10-29,1942,0
1942-10-30,1942,0
1942-10-31,1942,0
1942-11-01,1942,0
1942-11-02,1942,0
1942-11-03,1942,0
1942-11-04,1942,0
1942-11-05,1942,0
1942-11-06,1942,0
1942-11-07,1942,0
1942-11-08,1942,0
1942-11-09,1942,0
1942-11-10,1942,0
1942-11-11,1942,0
1942-11-12,1942,0
1942-11-13,1942,0
1942-11-14,1942,0
1942-11-15,1942,0
1942-11-16,1942,0
1942-11-17,1942,0
1942-11-18,1942,0
1942-11-19,1942,0
1942-11-20,1942,0
1942-11-21,1942,0
1942-11-22,1942,0
1942-11-23,1942,0
1942-11-24,1942,0
1942-11-25,1942,0
1942-11-26,1942,0
1942-11-27,1942,0
1942-11-28,1942,41
1942-11-29,1942,99
1942-11-30,1942,129
1942-12-01,1942,200
1942-12-02,1942,200
1942-12-03,1942,200
1942-12-04,1942,200
1942-12-05,1942,200
1942-12-06,1942,200
1942-12-07,1942,200
1942-12-08,1942,200
1942-12-09,1942,200
1942-12-10,1942,225
1942-12-11,1942,233
1942-12-12,1942,233
1942-12-13,1942,233
1942-12-14,1942,233
1942-12-15,1942,253
1942-12-16,1942,253
1942-12-17,1942,334
1942-12-18,1942,334
1942-12-19,1942,334
1942-12-20,1942,334
1942-12-21,1942,334
1942-12-22,1942,334
1942-12-23,1942,334
1942-12-24,1942,334
1942-12-25,1942,334
1942-12-26,1942,334
1942-12-27,1942,334
1942-12-28,1942,334
1942-12-29,1942,334
1942-12-30,1942,334
1942-12-31,1942,334
1943-01-01,1942,395
1943-01-02,1942,413
1943-01-03,1942,512
1943-01-04,1942,517
1943-01-05,1942,517
1943-01-06,1942,522
1943-01-07,1942,537
1943-01-08,1942,537
1943-01-09,1942,562
1943-01-10,1942,562
1943-01-11,1942,562
1943-01-12,1942,562
1943-01-13,1942,562
1943-01-14,1942,615
1943-01-15,1942,722
1943-01-16,1942,722
1943-01-17,1942,773
1943-01-18,1942,875
1943-01-19,1942,890
1943-01-20,1942,893
1943-01-21,1942,918
1943-01-22,1942,918
1943-01-23,1942,918
1943-01-24,1942,918
1943-01-25,1942,918
1943-01-26,1942,918
1943-01-27,1942,918
1943-01-28,1942,918
1943-01-29,1942,1007
1943-01-30,1942,1007
1943-01-31,1942,1055
1943-02-01,1942,1055
1943-02-02,1942,1055
1943-02-03,1942,1055
1943-02-04,1942,1055
1943-02-05,1942,1055
1943-02-06,1942,1116
1943-02-07,1942,1116
1943-02-08,1942,1116
1943-02-09,1942,1116
1943-02-10,1942,1116
1943-02-11,1942,1116
1943-02-12,1942,1116
1943-02-13,1942,1116
1943-02-14,1942,1116
1943-02-15,1942,1116
1943-02-16,1942,1116
1943-02-17,1942,1116
1943-02-18,1942,1116
1943-02-19,1942,1116
1943-02-20,1942,1116
1943-02-21,1942,1116
1943-02-22,1942,1116
1943-02-23,1942,1116
1943-02-24,1942,1141
1943-02-25,1942,1141
1943-02-26,1942,1141
1943-02-27,1942,1141
1943-02-28,1942,1144
1943-03-01,1942,1154
1943-03-02,1942,1154
1943-03-03,1942,1154
1943-03-04,1942,1154
1943-03-05,1942,1154
1943-03-06,1942,1218
1943-03-07,1942,1218
1943-03-08,1942,1246
1943-03-09,1942,1274
1943-03-10,1942,1378
1943-03-11,1942,1378
1943-03-12,1942,1378
1943-03-13,1942,1378
1943-03-14,1942,1378
1943-03-15,1942,1378
1943-03-16,1942,1378
1943-03-17,1942,1378
1943-03-18,1942,1378
1943-03-19,1942,1383
1943-03-20,1942,1383
1943-03-21,1942,1383
1943-03-22,1942,1383
1943-03-23,1942,1383
1943-03-24,1942,1383
1943-03-25,1942,1383
1943-03-26,1942,1383
1943-03-27,1942,1383
1943-03-28,1942,1383
1943-03-29,1942,1383
1943-03-30,1942,1383
1943-03-31,1942,1383
1943-04-01,1942,1383
1943-04-02,1942,1383
1943-04-03,1942,1383
1943-04-04,1942,1383
1943-04-05,1942,1383
1943-04-06,1942,1383
1943-04-07,1942,1383
1943-04-08,1942,1383
1943-04-09,1942,1383
1943-04-10,1942,1383
1943-04-11,1942,1383
1943-04-12,1942,1383
1943-04-13,1942,1383
1943-04-14,1942,1383
1943-04-15,1942,1383
1943-04-16,1942,1383
1943-04-17,1942,1383
1943-04-18,1942,1383
1943-04-19,1942,1383
1943-04-20,1942,1383
1943-04-21,1942,1383
1943-04-22,1942,1383
1943-04-23,1942,1383
1943-04-24,1942,1383
1943-04-25,1942,1383
1943-04-26,1942,1383
1943-04-27,1942,1383
1943-04-28,1942,1383
1943-04-29,1942,1383
1943-04-30,1942,1383
1943-10-01,1943,0
1943-10-02,1943,0
1943-10-03,1943,0
1943-10-04,1943,0
1943-10-05,1943,0
1943-10-06,1943,0
1943-10-07,1943,0
1943-10-08,1943,0
1943-10-09,1943,0
1943-10-10,1943,0
1943-10-11,1943,0
1943-10-12,1943,0
1943-10-13,1943,0
1943-10-14,1943,0
1943-10-15,1943,0
1943-10-16,1943,0
1943-10-17,1943,0
1943-10-18,1943,0
1943-10-19,1943,0
1943-10-20,1943,0
1943-10-21,1943,0
1943-10-22,1943,0
1943-10-23,1943,0
1943-10-24,1943,0
1943-10-25,1943,0
1943-10-26,1943,0
1943-10-27,1943,0
1943-10-28,1943,0
1943-10-29,1943,0
1943-10-30,1943,0
1943-10-31,1943,0
1943-11-01,1943,0
1943-11-02,1943,0
1943-11-03,1943,0
1943-11-04,1943,0
1943-11-05,1943,0
1943-11-06,1943,0
1943-11-07,1943,0
1943-11-08,1943,0
1943-11-09,1943,0
1943-11-10,1943,0
1943-11-11,1943,0
1943-11-12,1943,0
1943-11-13,1943,0
1943-11-14,1943,0
1943-11-15,1943,15
1943-11-16,1943,15
1943-11-17,1943,15
1943-11-18,1943,15
1943-11-19,1943,15
1943-11-20,1943,15
1943-11-21,1943,15
1943-11-22,1943,15
1943-11-23,1943,15
1943-11-24,1943,15
1943-11-25,1943,15
1943-11-26,1943,15
1943-11-27,1943,15
1943-11-28,1943,15
1943-11-29,1943,40
1943-11-30,1943,40
1943-12-01,1943,40
1943-12-02,1943,40
1943-12-03,1943,40
1943-12-04,1943,40
1943-12-05,1943,40
1943-12-06,1943,40
1943-12-07,1943,40
1943-12-08,1943,40
1943-12-09,1943,40
1943-12-10,1943,40
1943-12-11,1943,40
1943-12-12,1943,40
1943-12-13,1943,40
1943-12-14,1943,40
1943-12-15,1943,40
1943-12-16,1943,40
1943-12-17,1943,40
1943-12-18,1943,40
1943-12-19,1943,40
1943-12-20,1943,40
1943-12-21,1943,40
1943-12-22,1943,40
1943-12-23,1943,40
1943-12-24,1943,40
1943-12-25,1943,40
1943-12-26,1943,40
1943-12-27,1943,40
1943-12-28,1943,40
1943-12-29,1943,40
1943-12-30,1943,40
1943-12-31,1943,40
1944-01-01,1943,40
1944-01-02,1943,40
1944-01-03,1943,40
1944-01-04,1943,40
1944-01-05,1943,83
1944-01-06,1943,103
1944-01-07,1943,103
1944-01-08,1943,116
1944-01-09,1943,116
1944-01-10,1943,116
1944-01-11,1943,116
1944-01-12,1943,116
1944-01-13,1943,116
1944-01-14,1943,116
1944-01-15,1943,116
1944-01-16,1943,116
1944-01-17,1943,116
1944-01-18,1943,116
1944-01-19,1943,116
1944-01-20,1943,116
1944-01-21,1943,116
1944-01-22,1943,116
1944-01-23,1943,116
1944-01-24,1943,116
1944-01-25,1943,116
1944-01-26,1943,116
1944-01-27,1943,116
1944-01-28,1943,116
1944-01-29,1943,116
1944-01-30,1943,116
1944-01-31,1943,116
1944-02-01,1943,116
1944-02-02,1943,116
1944-02-03,1943,116
1944-02-04,1943,116
1944-02-05,1943,116
1944-02-06,1943,116
1944-02-07,1943,136
1944-02-08,1943,136
1944-02-09,1943,136
1944-02-10,1943,212
1944-02-11,1943,258
1944-02-12,1943,258
1944-02-13,1943,258
1944-02-14,1943,296
1944-02-15,1943,296
1944-02-16,1943,309
1944-02-17,1943,345
1944-02-18,1943,348
1944-02-19,1943,348
1944-02-20,1943,348
1944-02-21,1943,348
1944-02-22,1943,353
1944-02-23,1943,353
1944-02-24,1943,353
1944-02-25,1943,353
1944-02-26,1943,353
1944-02-27,1943,353
1944-02-28,1943,353
1944-02-29,1943,353
1944-03-01,1943,353
1944-03-02,1943,353
1944-03-03,1943,353
1944-03-04,1943,353
1944-03-05,1943,353
1944-03-06,1943,368
1944-03-07,1943,368
1944-03-08,1943,368
1944-03-09,1943,368
1944-03-10,1943,368
1944-03-11,1943,368
1944-03-12,1943,368
1944-03-13,1943,368
1944-03-14,1943,368
1944-03-15,1943,368
1944-03-16,1943,368
1944-03-17,1943,368
1944-03-18,1943,368
1944-03-19,1943,368
1944-03-20,1943,368
1944-03-21,1943,368
1944-03-22,1943,368
1944-03-23,1943,368
1944-03-24,1943,368
1944-03-25,1943,368
1944-03-26,1943,419
1944-03-27,1943,419
1944-03-28,1943,444
1944-03-29,1943,520
1944-03-30,1943,533
1944-03-31,1943,533
1944-04-01,1943,533
1944-04-02,1943,533
1944-04-03,1943,533
1944-04-04,1943,533
1944-04-05,1943,533
1944-04-06,1943,533
1944-04-07,1943,533
1944-04-08,1943,533
1944-04-09,1943,533
1944-04-10,1943,533
1944-04-11,1943,533
1944-04-12,1943,533
1944-04-13,1943,533
1944-04-14,1943,533
1944-04-15,1943,533
1944-04-16,1943,533
1944-04-17,1943,533
1944-04-18,1943,533
1944-04-19,1943,533
1944-04-20,1943,533
1944-04-21,1943,533
1944-04-22,1943,533
1944-04-23,1943,533
1944-04-24,1943,533
1944-04-25,1943,533
1944-04-26,1943,533
1944-04-27,1943,533
1944-04-28,1943,533
1944-04-29,1943,533
1944-04-30,1943,533
1944-10-01,1944,0
1944-10-02,1944,0
1944-10-03,1944,0
1944-10-04,1944,0
1944-10-05,1944,0
1944-10-06,1944,0
1944-10-07,1944,0
1944-10-08,1944,0
1944-10-09,1944,0
1944-10-10,1944,0
1944-10-11,1944,0
1944-10-12,1944,0
1944-10-13,1944,0
1944-10-14,1944,0
1944-10-15,1944,0
1944-10-16,1944,0
1944-10-17,1944,0
1944-10-18,1944,0
1944-10-19,1944,0
1944-10-20,1944,0
1944-10-21,1944,0
1944-10-22,1944,0
1944-10-23,1944,0
